mcap_bie2019;dur_mat2019;cau_div2019;sexo_1.2019;niv_inst1.2019;p_etnica1.2019;edad_1.2019;sexo_2.2019;p_etnica2.2019;niv_inst2.2019;edad_2.2019;mcap_bie2021;dur_mat2021;cau_div2021;sexo_1.2021;p_etnica1.2021;niv_inst1.2021;edad_1.2021;sexo_2.2021;p_etnica2.2021;niv_inst2.2021;edad_2.2021;mcap_bie2022;dur_mat2022;cau_div2022;sexo_1;p_etnica1.2022;niv_inst1.2022;edad_1.2022;sexo_2;p_etnica2.2022;niv_inst2.2022;edad_2.2022
No;6;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;34;Hombre;Mestizo; Educacion media o Bachillerato;31; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación Básica;40;Mujer;Mestizo; Educación Básica;39; No;3;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior Universitario;63;Mujer;Mestizo; Superior Universitario;46
No;27;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;63;Hombre;Mestizo; Primaria;60; No;24;Por mutuo consentimiento via notarial;Hombre;Indígena; Primaria;57;Mujer;Indígena; Secundaria;66; No;21;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación Básica;41;Mujer;Mestizo; Educación Básica;39
No;17;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;36;Hombre;Mestizo; Educacion media o Bachillerato;40; No;2;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;34;Mujer;Mestizo; Educación Básica;24; No;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Primaria;47;Hombre;Mestizo; Educación media / Bachillerato;48
No;19;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;41;Mujer;Mestizo; Educacion media o Bachillerato;38; No;8;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;31;Mujer;Mestizo; Superior Universitario;28; No;6;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;27;Mujer;Mestizo; Educación media / Bachillerato;29
No;36;Por mutuo consentimiento via notarial;Hombre; Superior Universitario;Mestizo;53;Mujer;Mestizo; Superior Universitario;52; No;4;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;34;Mujer;Mestizo; Secundaria;35; No;33;Por mutuo consentimiento via notarial;Hombre;Mestizo; Primaria;55;Mujer;Mestizo; Primaria;52
No;9;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;45;Mujer;Mestizo; Educacion media o Bachillerato;36; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;33;Mujer;Mestizo; Secundaria;23; No;5;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;57;Mujer;Mestizo; Superior Universitario;57
No;5;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;33;Mujer;Mestizo; Educacion media o Bachillerato;46; No;8;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;37;Mujer;Mestizo; Educación media / Bachillerato;30; No;4;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;Mestizo; Superior no Universitario;34;Mujer;Mestizo; Educación media / Bachillerato;44
No;6;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;35;Mujer;Mestizo; Educacion media o Bachillerato;28; No;2;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;26;Mujer;Sin información; Educación media / Bachillerato;22; No;22;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;43;Mujer;Mestizo; Educación Básica;38
No;1;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;41;Mujer;Mestizo; Educacion media o Bachillerato;33; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Afroecuatoriano/afrodescendiente; Educación media / Bachillerato;28;Mujer;Mestizo; Superior Universitario;31; No;15;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;Mestizo; Superior Universitario;41;Mujer;Mestizo; Superior Universitario;34
No;4;Por mutuo consentimiento via judicial;Hombre; Primaria;Montubio;36;Mujer;Mestizo; Primaria;38; No;7;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Primaria;28;Mujer;Mestizo; Primaria;27; No;7;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior no Universitario;45;Mujer;Blanco; Superior Universitario;44
No;6;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;50;Mujer;Mestizo; Primaria;43; No;10;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;33;Mujer;Mestizo; Educación media / Bachillerato;28; No;39;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Primaria;58;Mujer;Mestizo; Primaria;57
No;10;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;38;Mujer;Mestizo; Educacion media o Bachillerato;38; No;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;46;Mujer;Mestizo; Educación media / Bachillerato;48; Sin informacion;6;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;31;Hombre;Mestizo; Educación media / Bachillerato;26
No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Primaria;Mestizo;49;Mujer;Mestizo; Primaria;39; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;49;Mujer;Mestizo; Educación media / Bachillerato;43; No;23;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;47;Mujer;Mestizo; Educación media / Bachillerato;50
No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Primaria;Mestizo;39;Mujer;Mestizo; Primaria;45; No;48;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;71;Mujer;Mestizo; Educación media / Bachillerato;69; No;3;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación Básica;28;Mujer;Mestizo; Educación media / Bachillerato;31
No;50;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;71;Mujer;Mestizo; Primaria;67; No;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;50;Mujer;Mestizo; Educación media / Bachillerato;47; No;5;Por mutuo consentimiento via notarial;Hombre;Sin información; Secundaria;43;Mujer;Sin información; Secundaria;43
No;17;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;37;Mujer;Mestizo; Primaria;37; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Superior Universitario;36;Mujer;Mestizo; Superior Universitario;39; No;16;Por mutuo consentimiento via judicial;Hombre;Mestizo; Posgrado;44;Mujer;Mestizo; Superior Universitario;35
No;3;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Primaria;Mestizo;52;Mujer;Mestizo; Primaria;61; No;20; Sin informacion;Hombre;Mestizo; Superior Universitario;43;Mujer;Mestizo; Educación media / Bachillerato;37; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Educación Básica;44;Hombre;Mestizo; Educación Básica;44
No;26;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;45;Mujer;Mestizo; Primaria;58; No;14;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;33;Mujer;Mestizo; Educación media / Bachillerato;32; No;19;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación Básica;44;Mujer;Mestizo; Educación Básica;40
No;21;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Primaria;Mestizo;46;Mujer;Mestizo; Educacion media o Bachillerato;49; No;28;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior Universitario;53;Mujer;Mestizo; Educación media / Bachillerato;53; No;3;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;23;Mujer;Mestizo; Educación media / Bachillerato;25
No;9;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;28;Mujer;Sin informacion; Secundaria;26; No;10;Por mutuo consentimiento via notarial;Hombre;Mestizo; Primaria;40;Mujer;Mestizo; Primaria;35; No;5;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;38;Mujer;Mestizo; Educación media / Bachillerato;37
No;6;Por mutuo consentimiento via notarial;Mujer; Primaria;Mestizo;42;Mujer;Mestizo; Primaria;42; No;10;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;30;Mujer;Sin información; Primaria;30; No;15;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;35;Hombre;Mestizo; Superior Universitario;41
No;7;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;34;Mujer;Mestizo; Educacion media o Bachillerato;27; No;3;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;31;Mujer;Mestizo; Superior Universitario;22; No;10;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;42;Mujer;Mestizo; Secundaria;35
No;6;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;38;Mujer;Mestizo; Educacion media o Bachillerato;43; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Primaria;37;Mujer;Mestizo; Primaria;36; No;12;Por mutuo consentimiento via judicial;Hombre;Mestizo; Posgrado;38;Mujer;Mestizo; Posgrado;35
No;4;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;26;Mujer;Mestizo; Primaria;24; No;32;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Primaria;51;Mujer;Mestizo; Primaria;57; No;14;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Mujer;Mestizo; Primaria;39;Hombre;Mestizo; Primaria;34
Si;12;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;31;Mujer;Mestizo; Superior Universitario;31; No;3;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;24;Mujer;Mestizo; Educación media / Bachillerato;24; No;3;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;42;Mujer;Mestizo; Educación media / Bachillerato;33
No;22;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;42;Mujer;Mestizo; Educacion media o Bachillerato;41; No;14;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;36;Mujer;Mestizo; Educación media / Bachillerato;35; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;47;Mujer;Mestizo; Educación Básica;41
No;13;Por mutuo consentimiento via judicial;Mujer; Superior Universitario;Mestizo;35;Mujer;Mestizo; Educacion media o Bachillerato;31; No;14;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;36;Mujer;Mestizo; Primaria;44; No;24;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;65;Mujer;Mestizo; Secundaria;45
No;7;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;33;Mujer;Mestizo; Educacion media o Bachillerato;26; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;43;Mujer;Mestizo; Educación media / Bachillerato;42; No;11;Por mutuo consentimiento via notarial;Mujer;Mestizo; Primaria;35;Hombre;Mestizo; Educación media / Bachillerato;35
No;34;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;53;Mujer;Mestizo; Educacion media o Bachillerato;50; No;9;Por mutuo consentimiento via notarial;Hombre;Mestizo; Primaria;35;Mujer;Mestizo; Primaria;39; No;15;Por mutuo consentimiento via judicial;Mujer;Mestizo; Secundaria;59;Hombre;Mestizo; Superior Universitario;42
No;36;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;61;Mujer;Mestizo; Superior Universitario;53; No;15;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;37;Mujer;Mestizo; Educación media / Bachillerato;38; No;20;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;42;Mujer;Mestizo; Secundaria;42
No;12;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;34;Mujer;Indigena; Educacion media o Bachillerato;30; No;5;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;36;Mujer;Mestizo; Educación media / Bachillerato;37; No;22;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;43;Mujer;Mestizo; Primaria;41
No;38;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;59;Mujer;Mestizo; Superior Universitario;56; No;32;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Superior Universitario;55;Mujer;Mestizo; Superior Universitario;56; No;1;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;22;Mujer;Mestizo; Superior no Universitario;23
No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;50;Mujer;Mestizo; Educacion media o Bachillerato;37; No;31;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Educación media / Bachillerato;59;Mujer;Mestizo; Educación media / Bachillerato;56; No;13;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación Básica;44;Mujer;Mestizo; Educación Básica;35
No;39;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Indigena;65;Hombre;Indigena; Educacion media o Bachillerato;67; No;40;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Superior Universitario;64;Mujer;Mestizo; Educación media / Bachillerato;58; No;15;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mulato; Primaria;40;Mujer;Blanco; Primaria;36
Si;36;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Superior Universitario;Indigena;58;Mujer;Mestizo; Superior Universitario;54; No;8;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;35;Mujer;Mestizo; Educación media / Bachillerato;32; No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Montubio; Educación media / Bachillerato;49;Mujer;Mestizo; Secundaria;43
No;5;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;27;Mujer;Mestizo; Educacion media o Bachillerato;26; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Educación media / Bachillerato;44;Mujer;Mestizo; Educación media / Bachillerato;40; No;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;38;Mujer;Mestizo; Secundaria;39
No;3;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;28;Mujer;Mestizo; Educacion media o Bachillerato;29; No;27;Por mutuo consentimiento via notarial;Hombre;Montubio; Primaria;51;Mujer;Mestizo; Primaria;52; Sin informacion;9;Por mutuo consentimiento via notarial;Mujer;Mestizo; Superior Universitario;33;Hombre;Mestizo; Secundaria;34
No;14;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;54;Mujer;Mestizo; Educacion media o Bachillerato;51; No;6;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;34;Mujer;Mestizo; Primaria;36; No;16;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;41;Mujer;Mestizo; Superior no Universitario;41
No;38;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;61;Hombre;Mestizo; Secundaria;59; No;12;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;59;Mujer;Mestizo; Educación media / Bachillerato;36; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación Básica;59;Mujer;Mestizo; Superior Universitario;52
No;8;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;64;Mujer;Mestizo; Primaria;51; No;33;Por mutuo consentimiento via notarial;Hombre;Mestizo; Primaria;71;Mujer;Mestizo; Primaria;50; No;6;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;33;Mujer;Mestizo; Educación media / Bachillerato;27
