prov_insc;cant_insc;parr_insc;fecha_mat;mcap_bie;dur_mat;cau_div;sexo_1;fecha_nac1;edad_1;p_etnica1;niv_inst1;sexo_2;fecha_nac2;edad_2;p_etnica2;niv_inst2
Loja;Loja;Loja, cabecera cantonal y capital provincial;29/11/1989; No;31;Por mutuo consentimiento via judicial;Hombre;11/6/1962;58;Mestizo; Primaria;Mujer;12/7/1972;48;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;22/11/1996; No;24;Por mutuo consentimiento via judicial;Hombre;7/7/1971;49;Mestizo; Superior Universitario;Mujer;7/1/1976;45;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial;4/5/2011; No;9;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;28/9/1984;36;Blanco; Educacion media o Bachillerato;Mujer;30/3/1989;31;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;10/1/2020; No;1;Por mutuo consentimiento via notarial;Hombre;4/1/1964;57;Mestizo; Educacion media o Bachillerato;Mujer;30/1/1965;56;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;11/7/2014; No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/10/1987;33;Mestizo; Secundaria;Mujer;10/6/1990;30;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;15/10/2008; No;11;Por mutuo consentimiento via judicial;Hombre;23/1/1983;38;Mestizo; Educacion media o Bachillerato;Mujer;9/9/1986;34;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;29/7/1994; No;26;Por mutuo consentimiento via notarial;Hombre;23/8/1954;66;Mestizo; Educacion media o Bachillerato;Mujer;13/6/1975;45;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;17/8/2018; No;2;Por mutuo consentimiento via judicial;Hombre;19/8/1995;25;Mestizo; Educacion media o Bachillerato;Mujer;5/8/1997;23;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;15/10/1990; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;19/5/1965;55;Mestizo; Educacion media o Bachillerato;Mujer;5/12/1971;49;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;6/12/1991; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;16/3/1971;49;Mestizo; Educacion media o Bachillerato;Mujer;18/4/1972;48;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;8/4/1999; No;21;Por mutuo consentimiento via notarial;Hombre;17/12/1976;44;Mestizo; Educacion media o Bachillerato;Mujer;26/9/1977;43;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;7/12/2004; No;14;Por mutuo consentimiento via judicial;Hombre;20/11/1976;44;Mestizo; Educacion media o Bachillerato;Mujer;13/1/1988;33;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;7/4/2006; No;14;Por mutuo consentimiento via judicial;Hombre;18/4/1979;41;Mestizo; Educacion media o Bachillerato;Mujer;1/4/1985;35;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;7/4/1992; No;27;Por mutuo consentimiento via judicial;Hombre;13/2/1972;48;Mestizo; Educacion media o Bachillerato;Mujer;13/7/1975;45;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;11/9/2003; No;17;Por mutuo consentimiento via judicial;Hombre;15/11/1972;48;Mestizo; Educacion media o Bachillerato;Mujer;8/1/1969;52;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;29/10/2014; No;5;Por mutuo consentimiento via judicial;Hombre;18/2/1992;28;Mestizo; Educacion media o Bachillerato;Mujer;20/5/1979;41;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;14/2/2014; No;6;Por mutuo consentimiento via judicial;Hombre;24/8/1985;35;Mestizo; Educacion media o Bachillerato;Mujer;7/4/1991;29;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;22/1/2015; No;1;Por mutuo consentimiento via judicial;Hombre;24/2/1987;33;Mestizo; Educacion media o Bachillerato;Mujer;22/6/1986;34;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;15/12/2014; No;6;Por mutuo consentimiento via notarial;Hombre;17/5/1983;37;Mestizo; Educacion media o Bachillerato;Mujer;31/5/1988;32;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;14/12/2007; No;12;Por mutuo consentimiento via judicial;Hombre;5/9/1982;38;Mestizo; Educacion media o Bachillerato;Mujer;12/6/1989;31;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;18/7/2008; No;12;Por mutuo consentimiento via judicial;Hombre;27/8/1982;38;Blanco; Educacion media o Bachillerato;Mujer;1/8/1990;30;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;6/12/2017; No;3;Por mutuo consentimiento via judicial;Hombre;28/5/1982;38;Mestizo; Educacion media o Bachillerato;Mujer;17/4/1971;49;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;8/1/2004; No;17;Por mutuo consentimiento via judicial;Hombre;10/6/1977;43;Mestizo; Educacion media o Bachillerato;Mujer;1/3/1986;34;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;23/10/2003; No;17;Por mutuo consentimiento via judicial;Hombre;1/4/1979;41;Mestizo; Educacion media o Bachillerato;Mujer;8/10/1985;35;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;25/6/2018; No;2;Por mutuo consentimiento via judicial;Hombre;10/12/1973;47;Blanco; Educacion media o Bachillerato;Mujer;29/6/1988;32;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;21/9/1995; No;25;Por mutuo consentimiento via notarial;Hombre;15/4/1970;50;Mestizo; Educacion media o Bachillerato;Mujer;23/10/1964;56;Mestizo; Educacion media o Bachillerato
Loja;Calvas;Cariamanga;14/5/1992; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;28/8/1960;60;Mestizo; Secundaria;Mujer;24/8/1963;57;Mestizo; Secundaria
Loja;Calvas;Cariamanga;18/8/2000; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;8/6/1980;40;Mestizo; Secundaria;Mujer;19/2/1983;38;Mestizo; Secundaria
Loja;Saraguro;Saraguro, cabecera cantonal;19/1/2018; No;3;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;23/7/1992;28;Mestizo; Superior Universitario;Mujer;7/7/1994;26;Mestizo; Educacion media o Bachillerato
Loja;Saraguro;Saraguro, cabecera cantonal;20/1/2005; No;15;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;26/10/1986;34;Indigena; Primaria;Mujer;30/11/1983;37;Indigena; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;26/2/2016; No;4;Por mutuo consentimiento via judicial;Hombre;28/7/1984;36;Mestizo; Educacion media o Bachillerato;Mujer;30/5/1989;31;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;11/5/2004; No;16;Por mutuo consentimiento via notarial;Hombre;29/12/1984;36;Indigena; Educacion media o Bachillerato;Mujer;12/5/1987;33;Indigena; Educacion media o Bachillerato
Loja;Catamayo;Catamayo;3/8/2006; No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;21/11/1979;41;Mestizo; Educacion media o Bachillerato;Mujer;23/4/1981;39;Mestizo; Educacion media o Bachillerato
Loja;Catamayo;Catamayo;12/8/2010; No;10;Por mutuo consentimiento via notarial;Hombre;16/3/1979;41;Mestizo; Secundaria;Mujer;10/12/1968;52;Blanco; Secundaria
Loja;Catamayo;Catamayo;19/5/2007; No;13;Por mutuo consentimiento via notarial;Hombre;10/10/1975;45;Mestizo; Educacion media o Bachillerato;Mujer;8/1/1983;38;Mestizo; Educacion media o Bachillerato
Loja;Celica;Celica, cabecera cantonal;1/9/2004; No;16;Por mutuo consentimiento via judicial;Hombre;1/9/1975;45;Mestizo; Secundaria;Mujer;10/6/1981;39;Mestizo; Educacion Basica
Loja;Celica;Celica, cabecera cantonal;10/9/2001; No;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;21/3/1978;42;Mestizo; Secundaria;Mujer;23/6/1981;39;Mestizo; Secundaria
Loja;Espindola;Amaluza, cabecera cantonal;7/3/1992; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;9/4/1970;50;Mestizo; Primaria;Mujer;9/11/1974;46;Mestizo; Primaria
Loja;Espindola;Amaluza, cabecera cantonal;26/11/2020; No;0;Por mutuo consentimiento via notarial;Hombre;27/3/1986;34;Mestizo; Educacion media o Bachillerato;Mujer;7/9/1968;52;Mestizo; Educacion media o Bachillerato
Loja;Espindola;Amaluza, cabecera cantonal;4/5/2017; No;3;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;20/6/1998;22;Mestizo; Educacion media o Bachillerato;Mujer;4/4/1999;21;Mestizo; Educacion media o Bachillerato
Loja;Macara;Macara  (Manuel Enrique Rengel Suquilanda);1/6/2018; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;23/3/1993;27;Mestizo; Secundaria;Mujer;16/4/1995;25;Mestizo; Secundaria
Loja;Macara;Macara  (Manuel Enrique Rengel Suquilanda);22/10/1998; No;21;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;23/5/1973;47;Mestizo; Secundaria;Mujer;4/6/1980;40;Mestizo; Secundaria
Loja;Macara;Macara  (Manuel Enrique Rengel Suquilanda);21/7/1981; No;39;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;30/4/1961;59;Mestizo; Primaria;Mujer;27/9/1959;61;Mestizo; Primaria
Loja;Saraguro;Saraguro, cabecera cantonal;27/11/2018; Si;1;Por mutuo consentimiento via notarial;Hombre;20/6/1995;25;Indigena; Educacion media o Bachillerato;Mujer;17/2/1994;26;Indigena; Superior Universitario
Loja;Saraguro;Saraguro, cabecera cantonal;28/1/2010; No;11;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;23/9/1959;61;Blanco; Primaria;Mujer;1/12/1977;43;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial;10/4/2000; No;20;Por mutuo consentimiento via judicial;Hombre;16/2/1974;47;Mestizo; Educacion media o Bachillerato;Mujer;11/1/1977;44;Blanco; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;3/12/2018; No;2;Por mutuo consentimiento via notarial;Hombre;9/12/1996;24;Mestizo; Educacion media o Bachillerato;Mujer;22/10/1991;29;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;29/10/2011; No;8;Por mutuo consentimiento via judicial;Hombre;14/9/1974;46;Mestizo; Educacion media o Bachillerato;Mujer;27/7/1974;46;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;14/11/1986; No;34;Por mutuo consentimiento via judicial;Hombre;3/11/1967;53;Mestizo; Educacion media o Bachillerato;Mujer;6/6/1970;50;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;14/6/1996; No;23;Por mutuo consentimiento via judicial;Hombre;10/4/1978;42;Mestizo; Educacion media o Bachillerato;Mujer;7/4/1977;43;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;18/11/1986; No;34;Por mutuo consentimiento via judicial;Hombre;8/5/1958;62;Mestizo; Educacion media o Bachillerato;Mujer;26/2/1969;51;Mestizo; Educacion media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial;22/3/2019; No;1;Por mutuo consentimiento via judicial;Hombre;31/8/1986;34;Blanco; Educacion media o Bachillerato;Mujer;28/7/1997;23;Mestizo; Educacion media o Bachillerato
Zamora Chinchipe;Zamora;Zamora;10/7/2014; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;24/11/1985;35;Mestizo; Superior Universitario;Mujer;25/3/1985;35;Mestizo; Superior Universitario
Zamora Chinchipe;Zamora;Zamora;14/7/2002; No;17;Por mutuo consentimiento via judicial;Hombre;28/2/1984;36;Mestizo; Educacion media o Bachillerato;Mujer;23/10/1984;36;Mestizo; Educacion media o Bachillerato
Zamora Chinchipe;Zamora;Zamora;11/12/1992; No;28;Por mutuo consentimiento via notarial;Hombre;15/11/1967;53;Mestizo; Superior Universitario;Mujer;7/4/1973;47;Mestizo; Superior Universitario
Zamora Chinchipe;El Pangui;El Pangui, cabecera cantonal;7/11/2001; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;24/12/1971;49;Indigena; Primaria;Mujer;8/11/1979;41;Indigena; Primaria
Zamora Chinchipe;El Pangui;El Pangui, cabecera cantonal;23/7/2012; No;8;Por mutuo consentimiento via notarial;Hombre;30/8/1973;47;Mestizo; Secundaria;Mujer;20/11/1966;54;Mestizo; Secundaria
Azuay;Cuenca;El Batan;22/12/1977; No;42;Por mutuo consentimiento via judicial;Hombre;28/5/1952;68;Mestizo; Educacion media o Bachillerato;Mujer;15/7/1954;66;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;8/4/2011; No;9;Por mutuo consentimiento via notarial;Hombre;10/8/1986;34;Mestizo; Educacion media o Bachillerato;Mujer;31/1/1988;33;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;14/12/1999; No;21;Por mutuo consentimiento via judicial;Hombre;3/9/1965;55;Montubio; Educacion media o Bachillerato;Mujer;24/7/1976;44;Montubio; Secundaria
Azuay;Cuenca;El Batan;12/3/2004; No;16;Por mutuo consentimiento via notarial;Hombre;12/1/1985;36;Montubio; Superior no Universitario;Mujer;9/4/1985;35;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;15/4/1997; No;23;Por mutuo consentimiento via notarial;Hombre;22/9/1978;42;Mestizo; Educacion Basica;Mujer;27/8/1974;46;Mestizo; Primaria
Azuay;Cuenca;El Batan;20/11/2015; No;5;Por mutuo consentimiento via judicial;Hombre;5/1/1988;33;Blanco; Superior no Universitario;Mujer;27/7/1981;39;Blanco; Superior Universitario
Azuay;Cuenca;El Batan;8/2/2013; No;7;Por mutuo consentimiento via judicial;Hombre;31/12/1986;34;Mestizo; Superior no Universitario;Mujer;29/5/1986;34;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;21/3/2019; No;1;Por mutuo consentimiento via notarial;Hombre;17/6/1991;29;Mestizo; Educacion media o Bachillerato;Mujer;12/5/2000;20;Mestizo; Educacion Basica
Azuay;Cuenca;El Batan;16/6/2015; No;5;Por mutuo consentimiento via notarial;Hombre;30/5/1993;27;Mestizo; Secundaria;Mujer;19/4/1993;27;Mestizo; Secundaria
Azuay;Cuenca;El Batan;7/1/2014; No;7;Por mutuo consentimiento via notarial;Hombre;30/1/1975;46;Blanco; Superior Universitario;Mujer;9/9/1980;40;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;22/8/1990; No;30;Por mutuo consentimiento via notarial;Hombre;22/7/1962;58;Mestizo; Superior no Universitario;Mujer;24/8/1969;51;Mestizo; Superior no Universitario
Azuay;Cuenca;El Batan;16/2/2018; No;3;Por mutuo consentimiento via notarial;Hombre;18/5/1996;24;Mestizo; Educacion media o Bachillerato;Mujer;12/7/1998;22;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;9/6/1995; No;25;Por mutuo consentimiento via judicial;Hombre;16/7/1974;46;Montubio; Superior no Universitario;Mujer;15/5/1978;42;Montubio; Secundaria
Azuay;Cuenca;El Batan;2/5/2009; No;11;Por mutuo consentimiento via judicial;Hombre;8/9/1988;32;Mestizo; Educacion media o Bachillerato;Mujer;7/1/1986;35;Montubio; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;27/8/2009; Si;3;Por mutuo consentimiento via judicial;Hombre;15/9/1986;34;Montubio; Secundaria;Mujer;3/6/1988;32;Montubio; Superior no Universitario
Azuay;Cuenca;El Batan;21/10/2016; No;3;Por mutuo consentimiento via notarial;Hombre;9/4/1990;30;Mestizo; Superior Universitario;Mujer;20/7/1989;31;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;El Batan;22/8/2014; No;6;Por mutuo consentimiento via notarial;Hombre;5/7/1983;37;Mestizo; Superior no Universitario;Mujer;25/5/1982;38;Blanco; Superior Universitario
Azuay;Cuenca;El Batan;5/1/2012; No;9;Por mutuo consentimiento via judicial;Hombre;16/11/1988;32;Mestizo; Superior no Universitario;Mujer;10/2/1992;29;Mestizo; Superior no Universitario
Azuay;Cuenca;El Batan;26/4/1979; No;41;Por mutuo consentimiento via notarial;Hombre;11/4/1956;64;Mestizo; Superior Universitario;Mujer;1/1/1960;61;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;15/7/2011; No;7;Por mutuo consentimiento via notarial;Hombre;10/8/1992;28;Mestizo; Educacion media o Bachillerato;Mujer;10/11/1992;28;Mestizo; Secundaria
Azuay;Cuenca;San Blas;21/7/2016; No;4;Por mutuo consentimiento via judicial;Hombre;25/11/1987;33;Mestizo; Educacion media o Bachillerato;Mujer;25/7/1994;26;Mestizo; Secundaria
Azuay;Cuenca;San Blas;24/1/2014; No;6;Por mutuo consentimiento via judicial;Hombre;14/3/1992;28;Mestizo; Educacion media o Bachillerato;Mujer;25/8/1994;26;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;18/3/2010; Si;7;Por mutuo consentimiento via judicial;Hombre;30/8/1980;40;Mestizo; Superior Universitario;Mujer;25/9/1986;34;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;20/4/2018; No;2;Por mutuo consentimiento via notarial;Hombre;13/12/1987;33;Mestizo; Educacion media o Bachillerato;Mujer;5/4/1993;27;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;6/9/2002; Sin informacion;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;16/10/1979;41;Mestizo; Superior Universitario;Mujer;30/3/1982;38;Mestizo; Superior Universitario
Azuay;Cuenca;El Batan;1/10/2015; No;5;Por mutuo consentimiento via judicial;Hombre;27/9/1993;27;Mestizo; Secundaria;Mujer;28/5/1995;25;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;25/6/2010; Si;10;Por mutuo consentimiento via judicial;Hombre;28/2/1989;31;Mestizo; Superior Universitario;Mujer;28/3/1989;31;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;18/7/2008; No;11;Por mutuo consentimiento via notarial;Hombre;5/3/1987;33;Mestizo; Secundaria;Mujer;10/6/1992;28;Mestizo; Secundaria
Azuay;Cuenca;San Blas;28/5/2010; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;5/5/1986;34;Mestizo; Secundaria;Mujer;13/6/1989;31;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;18/2/2011; Sin informacion;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;6/1/1984;37;Mestizo; Educacion media o Bachillerato;Mujer;29/8/1991;29;Mestizo; Superior no Universitario
Azuay;Cuenca;San Blas;11/6/2012; Sin informacion;8;Por mutuo consentimiento via judicial;Hombre;29/1/1990;31;Mestizo; Educacion media o Bachillerato;Mujer;21/5/1994;26;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;10/3/1998; Si;22;Por mutuo consentimiento via notarial;Hombre;1/11/1974;46;Mestizo; Primaria;Mujer;1/12/1976;44;Mestizo; Primaria
Azuay;Cuenca;San Blas;28/5/1986; No;34;Por mutuo consentimiento via judicial;Hombre;12/7/1963;57;Mulato; Superior Universitario;Mujer;20/10/1959;61;Mestizo; Superior Universitario
